Sensor,Speed,SE,Phi,Mean,Peak,RMS,SD,Skewness,Kurtosis,Crest,Damage Level
W200,35,0.835278502,14.66001279,134.2855167,0.306936771,0.296150049,0.328947368,1.55159038,0.186169663,0.010818761,D
E114,40,0,0,0,0,0,0,0,0,0,H
E151,40,0,0,0,0,0,0,0,0,0,H
E166,40,0,0,0,0,0,0,0,0,0,H
E181,40,0,0,0,0,0,0,0,0,0,H
E196,40,0,0,0,0,0,0,0,0,0,H
N40,40,0,0,0,0,0,0,0,0,0,H
N41,40,0,0,0,0,0,0,0,0,0,H
W110,40,0,0,0,0,0,0,0,0,0,H
W155,40,0,0,0,0,0,0,0,0,0,H
W170,40,0,0,0,0,0,0,0,0,0,H
W185,40,0,0,0,0,0,0,0,0,0,H
W200,40,0,0,0,0,0,0,0,0,0,H
E114,40,4.05237553,2.824573174,1040.791309,2.16362407,0.361300682,0.361300682,7.20047804,1.271249076,1.808858807,D
E151,40,1.284919739,0.452802089,102.7383509,0.718439959,0.156862745,0.176401411,8.326429163,0.771367165,0.562459503,D
E166,40,1.194042791,13.15194507,113.7181957,0.30420354,0.197400888,0.197368421,6.46884273,0.337766111,0.107013898,D
E181,40,0.606562543,4.25749485,46.60637223,0.423216445,0.300638858,0.28179598,10.9688196,0.016435284,0.122947215,D
E196,40,1.335893585,12.7648609,6.798228576,0.535640709,0.269409748,0.269343781,0.253865682,0.128643686,0.266950151,D
N40,40,1.218274112,28.99416008,18.01043725,0.733752621,0.066622252,0.066577896,12.5,0.494244722,0.800908456,D
N41,40,1.02948058,13.52350167,1.668300654,0.220022002,0.064766839,0.064766839,0.870376127,0.048218976,0.155355782,D
W110,40,0.270771699,3.222098942,648.8770354,0.058275058,0.15497869,0.116189001,8.249672632,0.061368219,0.212923762,D
W155,40,0.160753775,17.03435711,19.6702885,0.880626223,0.01835873,0.01835536,8.423586041,0.260920374,0.862109221,D
W170,40,0.618368631,10.78047903,66.05611847,0.509383378,0.077017868,0.061604805,8.155844156,0.049278423,0.586853228,D
W185,40,0.974334416,0.819858679,1757.007846,0.231941683,0.18178513,0.199890969,45.98930481,0.055420515,0.414480277,D
W200,40,1.341063895,24.26549532,548.2271754,0.405350628,0.237699073,0.237642586,0.445682451,0.257203133,0.168051011,D
E114,45,0,0,0,0,0,0,0,0,0,H
E151,45,0,0,0,0,0,0,0,0,0,H
E166,45,0,0,0,0,0,0,0,0,0,H
E181,45,0,0,0,0,0,0,0,0,0,H
E196,45,0,0,0,0,0,0,0,0,0,H
N40,45,0,0,0,0,0,0,0,0,0,H
N41,45,0,0,0,0,0,0,0,0,0,H
W110,45,0,0,0,0,0,0,0,0,0,H
W155,45,0,0,0,0,0,0,0,0,0,H
W170,45,0,0,0,0,0,0,0,0,0,H
W185,45,0,0,0,0,0,0,0,0,0,H
W200,45,0,0,0,0,0,0,0,0,0,H
E114,45,1.36271383,4.39023635,140.9823253,0.344827586,0.393545848,0.432900433,2.479732952,0.108631435,0.735478987,D
E151,45,1.271770941,12.59876244,75.27715314,0.179856115,0.274301389,0.257069409,4.598779916,0.919105604,0.452915151,D
E166,45,0.427942587,11.12583236,150.5894106,0.175482577,0.202312139,0.187806992,4.624027658,0.916004795,0.377031934,D
E181,45,0.758868125,0.783702367,33.14040688,0.059101655,0.1878287,0.20657277,5.332868595,0.090416699,0.128485712,D
E196,45,0.808833311,1.060825505,128.0725994,0.873196659,0.12189176,0.121862052,1.703406814,0.203223173,0.750390235,D
N40,45,0.674846626,10.84437972,44.32527613,0,0,0.073855244,24.68619247,0.311717861,0,D
N41,45,1.126126126,3.115270206,99.11048185,0.71942446,0.141342756,0.141342756,10.92530658,0.053632334,0.859552302,D
W110,45,1.611301679,4.635353407,65.14915998,2.112251056,0.428682775,0.428515777,44.09448819,0.51338854,1.690816521,D
W155,45,2.211214218,2.356376819,118.3602771,0.531286895,0.272294078,0.272201429,11.10176619,0.062135922,0.259699965,D
W170,45,2.75952827,13.26778871,16.1444917,0.543075784,0.343053173,0.328712305,6.730769231,0.030627511,0.200711157,D
W185,45,2.406962401,0.775863302,331.3876476,1.083684527,0.518134715,0.536440991,7.145773785,0.115643892,0.568495384,D
W200,45,1.906848023,11.72535778,66.49614961,0.49200492,0.410727229,0.410628019,1.398601399,0.151302679,0.081612898,D
E114,50,0,0,0,0,0,0,0,0,0,H
E151,50,0,0,0,0,0,0,0,0,0,H
E166,50,0,0,0,0,0,0,0,0,0,H
E181,50,0,0,0,0,0,0,0,0,0,H
E196,50,0,0,0,0,0,0,0,0,0,H
N40,50,0,0,0,0,0,0,0,0,0,H
N41,50,0,0,0,0,0,0,0,0,0,H
W110,50,0,0,0,0,0,0,0,0,0,H
W155,50,0,0,0,0,0,0,0,0,0,H
W170,50,0,0,0,0,0,0,0,0,0,H
W185,50,0,0,0,0,0,0,0,0,0,H
W200,50,0,0,0,0,0,0,0,0,0,H
E114,50,3.009640254,1.525850973,41.45133944,0.42997543,0.083927822,0.083927822,47.6673428,0.302727745,0.514334922,D
E151,50,0.933264619,2.471394281,76.67045494,0.173740382,0.06377551,0.06375518,20.66115702,0.486476871,0.110035047,D
E166,50,0.105358636,11.48555861,62.67941191,0.157232704,0.159930212,0.159883721,71.92333333,0.407716866,0.002701829,D
E181,50,1.398858256,12.5691956,587.8871736,0.309597523,0.582207732,0.582072177,8.011869436,0.206660838,0.89702782,D
E196,50,12.71261718,0.683672934,75.94554742,0.285132383,0.658682635,0.658485483,0.079713033,0.033074512,0.376027077,D
N40,50,4.581901489,2.003852378,22.64362767,2.869757174,0.632911392,0.632911392,5.126243305,0.458924181,2.22277757,D
N41,50,1.119724376,0.240189407,643.0611222,0.533049041,0.076923077,0.153846154,4.186489058,0.766122728,0.609503269,D
W110,50,4.248587571,13.54766889,94.16175499,0.718015666,0.126262626,0.126262626,4.755636005,0.265078816,0.845345648,D
W155,50,0.949335615,51.89054531,149.8137188,0.722767166,0.061359104,0.04601227,9.06200318,0.096410996,0.661814145,D
W170,50,2.729876106,1.740314417,42.96613712,0.193236715,0.139508929,0.125540522,4.189189189,0.02022547,0.053802846,D
W185,50,1.267232568,12.20003573,60.85166645,0.483481064,0.461944567,0.461842973,0.495426829,0.255495278,0.021636445,D
W200,50,1.292270531,0.384953304,1.411857847,0.104438642,0.49132948,0.462427746,1.139978791,0.465967433,0.388801132,D
E114,55,0,0,0,0,0,0,0,0,0,H
E151,55,0,0,0,0,0,0,0,0,0,H
E166,55,0,0,0,0,0,0,0,0,0,H
E181,55,0,0,0,0,0,0,0,0,0,H
E196,55,0,0,0,0,0,0,0,0,0,H
N40,55,0,0,0,0,0,0,0,0,0,H
N41,55,0,0,0,0,0,0,0,0,0,H
W110,55,0,0,0,0,0,0,0,0,0,H
W155,55,0,0,0,0,0,0,0,0,0,H
W170,55,0,0,0,0,0,0,0,0,0,H
W185,55,0,0,0,0,0,0,0,0,0,H
W200,55,0,0,0,0,0,0,0,0,0,H
E114,55,12.03747968,11.18479977,89.11106401,6.035665295,0.347394541,0.347222222,129.9303944,4.292550059,5.708100383,D
E151,55,3.784536914,9.471762773,94.67740955,1.104972376,0.058072009,0.03870718,0.835654596,0.676615474,1.047508676,D
E166,55,2.51154061,1.030643598,153.5937662,0.994764398,0.0180018,0,3.604395604,0.753206122,1.012583915,D
E181,55,2.281599244,9.860623304,57.74500045,2.118820108,0.083752094,0.083728719,3.909090909,1.718700604,2.036773855,D
E196,55,2.688495044,1.892090281,318.9106975,0.40253019,0.349895031,0.349772648,7.050359712,1.188463096,0.755067164,D
N40,55,5.577072037,4.902132746,160.0945065,0.201207243,0,0.076982294,3.69595537,0.46830391,0.201207243,D
N41,55,0.368731563,1.789976885,73.53194235,1.377118644,0.151400454,0.151400454,2.84567676,0.588858792,1.227576747,D
W110,55,0.258458647,0.260552003,137.4623166,0.136518771,0.70989115,0.662251656,5.014326648,0.938809311,0.56933075,D
W155,55,1.941225532,10.05896562,151.0488696,1.304476727,0.037362227,0.056032873,0.992481203,0.285205726,1.266641255,D
W170,55,0.025569463,10.70641224,14.61117372,0.133440085,0.017044486,0,0.146541618,0.035419372,0.150510225,D
W185,55,1.974722406,1.659580707,42.09646246,0.525624179,0.210859251,0.210803689,1.740976645,0.700925091,0.315430041,D
W200,55,2.030753802,19.74150459,83.2952054,0.554938957,0.273504274,0.2734108,6.646862235,0.304090358,0.28220653,D
E114,60,0,0,0,0,0,0,0,0,0,H
E151,60,0,0,0,0,0,0,0,0,0,H
E166,60,0,0,0,0,0,0,0,0,0,H
E181,60,0,0,0,0,0,0,0,0,0,H
E196,60,0,0,0,0,0,0,0,0,0,H
N40,60,0,0,0,0,0,0,0,0,0,H
N41,60,0,0,0,0,0,0,0,0,0,H
W110,60,0,0,0,0,0,0,0,0,0,H
W155,60,0,0,0,0,0,0,0,0,0,H
W170,60,0,0,0,0,0,0,0,0,0,H
W185,60,0,0,0,0,0,0,0,0,0,H
W200,60,0,0,0,0,0,0,0,0,0,H
E114,60,0.481781727,7.998230028,23.34704208,1.046663759,0.074654722,0.037313433,2.201371346,1.76286306,1.120481988,D
E151,60,2.086093807,7.138852857,28.85511121,3.718674212,0.043898156,0.021939447,8.99526565,2.897965965,3.760921393,D
E166,60,1.598604906,0.881851889,39.11847624,0.505863417,0.115340254,0.134537767,6.187766714,2.131778777,0.390073252,D
E181,60,0.220077252,22.30658463,44.30255937,1.794453507,0.472872076,0.472754417,6.325765925,1.696516479,1.315361455,D
E196,60,0.675491748,3.415054375,8439.853031,1.438553226,0.696547547,0.726832223,3.543599258,1.786595228,0.736873009,D
N40,60,7.755946225,1.836722524,166.9014085,0.063653724,0.259067358,0.259067358,0.807071483,0.682065886,0.194908689,D
N41,60,0.521221147,11.92228899,121.8060732,0.208333333,0.152052712,0.101317123,1.810965021,0,0.3598389,D
W110,60,0.700240883,22.61659387,143.6376917,1.255783212,0.199123855,0.238853503,6.4919595,0.52326467,1.058767616,D
W155,60,2.453249022,31.13607555,32.1593654,1.323007422,0.080321285,0.100361301,79.7979798,0.675115095,1.24368508,D
W170,60,1.081246968,19.87136967,33.1322236,0.283286119,0.138121547,0.13807387,4.761904762,0.460553349,0.145365353,D
W185,60,1.190986467,2.931575935,54.95135419,0.312402374,0.224606938,0.224550898,5.271317829,0.183525922,0.538218188,D
W200,60,0.563070796,6.969676705,190.3430659,0.32455824,0.092850511,0.092821782,0.949367089,0.325362379,0.417796677,D
E114,65,0,0,0,0,0,0,0,0,0,H
E151,65,0,0,0,0,0,0,0,0,0,H
E166,65,0,0,0,0,0,0,0,0,0,H
E181,65,0,0,0,0,0,0,0,0,0,H
E196,65,0,0,0,0,0,0,0,0,0,H
N40,65,0,0,0,0,0,0,0,0,0,H
N41,65,0,0,0,0,0,0,0,0,0,H
W110,65,0,0,0,0,0,0,0,0,0,H
W155,65,0,0,0,0,0,0,0,0,0,H
W170,65,0,0,0,0,0,0,0,0,0,H
W185,65,0,0,0,0,0,0,0,0,0,H
W200,65,0,0,0,0,0,0,0,0,0,H
E114,65,4.851670619,1.168749074,54.68371012,1.662968607,1.06825156,1.06825156,87.61943202,0.462712248,2.702352248,D
E151,65,1.248130748,1.060366301,45.31582796,0.00616169,0.329278342,0.329278342,4.937206025,0.373139834,0.334339126,D
E166,65,0.636903922,1.734964951,86.27853239,0.130384018,0.246459528,0.246459528,16.63364172,0.12823092,0.115790134,D
E181,65,0.29925215,13.33852307,297.3560105,0.345853686,0.249871692,0.249871692,23.557394,0.497007582,0.09574276,D
E196,65,2.045445348,4.170908005,244.9525812,0.273490362,0.099182062,0.099182062,4.202433602,0.683365015,0.174481353,D
N40,65,0.737216338,1.040635298,279.3018003,0.096740586,0.209809927,0.209809927,2.625283914,0.448204489,0.305908686,D
N41,65,1.100883321,1.72370733,104.6697971,0.506782199,0.300007648,0.300007648,1.470493073,0.570526204,0.809217561,D
W110,65,2.374300282,13.1542542,24.03685328,2.321320193,0.63061789,0.63061789,39.34465213,1.383695752,1.680107246,D
W155,65,3.828733796,10.95923446,193.5737505,0.006638178,0.199228444,0.199228444,6.885644584,0.933271912,0.205457293,D
W170,65,0.353894988,3.29464675,50.84400347,0.123493199,0.049690399,0.049690399,5.401888363,0.893201965,0.073766145,D
W185,65,1.279777182,0.142623814,47.58565682,0.607353596,0.370431802,0.370431802,291.4860253,0.053965664,0.237802691,D
W200,65,1.757604576,9.343122956,278.7508495,1.166873869,0.491900824,0.491900824,11.98314982,0.488937121,0.678309655,D
E114,70,0,0,0,0,0,0,0,0,0,H
E151,70,0,0,0,0,0,0,0,0,0,H
E166,70,0,0,0,0,0,0,0,0,0,H
E181,70,0,0,0,0,0,0,0,0,0,H
E196,70,0,0,0,0,0,0,0,0,0,H
N40,70,0,0,0,0,0,0,0,0,0,H
N41,70,0,0,0,0,0,0,0,0,0,H
W110,70,0,0,0,0,0,0,0,0,0,H
W155,70,0,0,0,0,0,0,0,0,0,H
W170,70,0,0,0,0,0,0,0,0,0,H
W185,70,0,0,0,0,0,0,0,0,0,H
W200,70,0,0,0,0,0,0,0,0,0,H
E114,70,7.409329206,9.778492071,847.8093151,0.238986548,2.021650799,2.021650799,11.37692491,0.042081361,2.307282543,D
E151,70,1.187724215,154.665686,20.21114494,0.174078159,0.14281246,0.14281246,3.130751224,0.469409557,0.031310414,D
E166,70,3.884406966,65.53324899,14.63704529,0.224807017,0.106399868,0.106399868,2.708788041,0.430525141,0.118533268,D
E181,70,5.137163422,11.41041711,113.6009803,0.852009985,1.094653537,1.094653537,5.799263362,0.022853008,0.245329055,D
E196,70,4.205540621,12.77407896,137.0608059,2.047710434,0.915376222,0.915376222,12.39367081,0.651203981,1.142795086,D
N40,70,2.418393267,62.64779071,18.35967959,0.410180056,0.469954847,0.469954847,1.119011727,0.164751953,0.060057032,D
N41,70,0.626215087,0.693226195,302.8965407,0.192184029,0.32499423,0.32499423,0.000620902,0.168560745,0.133243234,D
W110,70,1.101580079,7.714788443,173.6124201,0.849285815,0.075564072,0.075564072,28.25810386,0.116881359,0.77313753,D
W155,70,1.943253594,42.9358057,1.587301624,0.076206047,0.020280598,0.020280598,6.368608822,0.127004455,0.096467081,D
W170,70,2.490260004,6.412534861,1.219512236,0.127920083,0.009891386,0.009891386,2.862249109,0.05889209,0.137797839,D
W185,70,0.897961227,12.38360502,268.3384638,0.838917668,0.119465816,0.119465816,97.22104045,0.586131836,0.720312379,D
W200,70,1.521457258,9.476851699,254.4688838,0.417109709,0.176598027,0.176598027,3.316204873,0.526662534,0.594758067,D
